source,pic_name,detect.width,detect.length,detect.area,detect.cx,detect.cy,detect.class,confidence,truth.cx,truth.cy,truth.class,truth.width,truth.length,truth.angle,truth.area
Giessen_22_32.csv,Giessen_WW_R1_P5101_G221_P2_3,55.68455808,32.08743072,1786.77439956582,967.964256,59.1794424,complete,0.515775,970.534,66.4592,blurry.complete,55.4966,36.20408,0,2009.203346128
Giessen_22_32.csv,Giessen_WW_R1_P5101_G221_P2_3,60.66088704,38.67479136,2346.04714998453,2189.226528,1386.32472,blurry.complete,0.91358,2188.6633,1391.2041,blurry.complete,62,43.2,0,2678.4
Giessen_22_32.csv,Giessen_WW_R1_P5101_G221_P2_3,55.72240128,36.04113792,2008.29874976606,148.1195808,1343.311776,blurry.complete,0.911824,141.6633,1343.2041,blurry.complete,58.8,39.2,0,2304.96
Giessen_22_32.csv,Giessen_WW_R1_P5101_G221_P2_3,59.42170368,36.75839616,2184.24652437157,665.161632,1837.000296,blurry.complete,0.909365,665.5,1836.551,blurry.complete,63.6,38.4,0,2442.24
Giessen_22_32.csv,Giessen_WW_R1_P5101_G221_P2_3,57.45261312,35.2264464,2023.85139661162,2172.648096,114.988572,blurry.complete,0.909093,2174.6633,111.2041,blurry.complete,58.8,37.6,0,2210.88
Giessen_22_32.csv,Giessen_WW_R1_P5101_G221_P2_3,56.7202176,31.7459088,1800.63485504576,1970.249184,983.895336,blurry.complete,0.906952,1970.7185,987.3442,blurry.complete,60.35452,33.72916,0.010996,2035.7072618032
Giessen_22_32.csv,Giessen_WW_R1_P5101_G221_P2_3,60.01589376,34.72699392,2084.17157770689,1818.692352,586.827504,blurry.complete,0.906917,1819.6633,588.2041,blurry.complete,62,37.6,0,2331.2
Giessen_22_32.csv,Giessen_WW_R1_P5101_G221_P2_3,58.26587904,36.179784,2108.04691823733,132.5556576,935.999064,blurry.complete,0.906291,135.6633,938.2041,blurry.complete,62,35.2,0,2182.4
Giessen_22_32.csv,Giessen_WW_R1_P5101_G221_P2_3,56.00264832,35.3376432,1979.00160458724,217.0447488,550.67688,blurry.complete,0.905845,225.6633,552.7041,blurry.complete,62,34.8,0,2157.6
Giessen_22_32.csv,Giessen_WW_R1_P5101_G221_P2_3,60.83227008,33.20593056,2019.99213608365,1240.71264,592.63812,blurry.complete,0.905529,1243.6633,591.2041,blurry.complete,58,36.8,0,2134.4
Giessen_22_32.csv,Giessen_WW_R1_P5101_G221_P2_3,56.10580992,34.54472448,1938.15974541365,951.917184,978.3666,blurry.complete,0.903852,954.1633,976.2041,blurry.complete,58.4,36,0,2102.4
Giessen_22_32.csv,Giessen_WW_R1_P5101_G221_P2_3,60.02957952,38.88489888,2334.24412944412,875.787552,1373.848128,blurry.complete,0.903211,877.1633,1375.2041,blurry.complete,61.6,44.8,0,2759.68
Giessen_22_32.csv,Giessen_WW_R1_P5101_G221_P2_3,60.51532032,35.04728736,2120.89782093749,2444.922144,126.5975568,blurry.complete,0.902483,2443.9898,125.9388,blurry.complete,61.7388,34.98776,0,2160.102317088
Giessen_22_32.csv,Giessen_WW_R1_P5101_G221_P2_3,60.14767104,33.38983296,2008.32068895863,1524.228192,583.765704,blurry.complete,0.902266,1524.4898,581.9388,blurry.complete,61.06124,35.78776,0,2185.2450024224
Giessen_22_32.csv,Giessen_WW_R1_P5101_G221_P2_3,62.09540352,36.31368672,2254.91303017727,377.9784,1832.5116,blurry.complete,0.901303,379.9898,1830.9388,blurry.complete,66.2612,38.98776,0,2583.375762912
Giessen_22_32.csv,Giessen_WW_R1_P5101_G221_P2_3,57.15442944,31.58020224,1804.94844062701,1704.07152,90.1862424,blurry.complete,0.901275,1708.034,90.4592,blurry.complete,58.2966,33.80408,0,1970.662930128
Giessen_22_32.csv,Giessen_WW_R1_P5101_G221_P2_3,61.2914688,31.9881312,1960.59954541511,378.232416,40.76568,blurry.complete,0.899668,380.534,46.3571,blurry.complete,61.0966,33.08572,0,2021.425000552
Giessen_22_32.csv,Giessen_WW_R1_P5101_G221_P2_3,58.05841536,35.2870992,2048.71306220312,2519.426592,1001.233872,blurry.complete,0.899562,2518.3841,1002.0713,blurry.complete,55.33796,34.81964,0.060122,1926.8478455344
Giessen_22_32.csv,Giessen_WW_R1_P5101_G221_P2_3,58.20045696,32.55982272,1894.99656084059,1715.992128,981.319536,blurry.complete,0.899368,1714.6633,981.2041,blurry.complete,59.6,32,0,1907.2
Giessen_22_32.csv,Giessen_WW_R1_P5101_G221_P2_3,58.60232064,38.41608384,2251.2716629248,448.032384,1359.6336,blurry.complete,0.8983,447.6633,1355.7041,blurry.complete,62,42.8,0,2653.6
Giessen_22_32.csv,Giessen_WW_R1_P5101_G221_P2_3,53.83708416,35.05957344,1887.50520590298,1904.495328,1384.435152,blurry.complete,0.896621,1903.1633,1383.2041,blurry.complete,52,38.4,0,1996.8
Giessen_22_32.csv,Giessen_WW_R1_P5101_G221_P2_3,57.23364096,37.71919872,2158.80707683937,2444.673312,1393.855776,blurry.complete,0.895623,2439.9898,1393.4388,blurry.complete,61.7388,44.98776,0,2777.490317088
Giessen_22_32.csv,Giessen_WW_R1_P5101_G221_P2_3,61.9389504,34.02676512,2107.58211704013,1225.075104,69.2272008,blurry.complete,0.895139,1226.9898,72.9388,blurry.complete,63.86124,38.18776,0,2438.7177064224
Giessen_22_32.csv,Giessen_WW_R1_P5101_G221_P2_3,55.204416,34.12015488,1883.58322397995,1009.742112,582.797592,blurry.complete,0.894681,1013.6633,582.2041,blurry.complete,59.6,39.2,0.064693,2336.32
Giessen_22_32.csv,Giessen_WW_R1_P5101_G221_P2_3,61.89716736,35.39028672,2190.55850002623,2365.078176,1880.843328,blurry.complete,0.893708,2363.8053,1876.3849,blurry.complete,66.61196,34.99256,0.041029,2330.9230070176
Giessen_22_32.csv,Giessen_WW_R1_P5101_G221_P2_3,61.3008,33.3228816,2042.71930038528,2515.375296,614.727792,blurry.complete,0.893657,2513.9081,615.9388,blurry.complete,62.47344,38.18776,0,2385.7207330944
Giessen_22_32.csv,Giessen_WW_R1_P5101_G221_P2_3,56.28434688,32.22677664,1813.86307523004,1655.935488,1380.887352,blurry.complete,0.892575,1656.1633,1382.2041,blurry.complete,53.6,36,0,1929.6
Giessen_22_32.csv,Giessen_WW_R1_P5101_G221_P2_3,60.37224192,34.73391456,2096.96429264493,764.370432,575.99748,blurry.complete,0.892022,764.6633,577.2041,blurry.complete,62,38.4,0,2380.8
Giessen_22_32.csv,Giessen_WW_R1_P5101_G221_P2_3,58.14612864,33.15305376,1927.7217287378,2060.829216,1865.196072,blurry.complete,0.8869,2062.5,1865.551,blurry.complete,64.4,38.4,0,2472.96
Giessen_22_32.csv,Giessen_WW_R1_P5101_G221_P2_3,58.36313088,32.47545312,1895.36912082986,485.919648,560.599056,blurry.complete,0.886266,481.6633,565.2041,blurry.complete,59.6,38.4,0,2288.64
Giessen_22_32.csv,Giessen_WW_R1_P5101_G221_P2_3,61.34424192,34.68733632,2127.86835077448,716.146272,47.8091808,blurry.complete,0.885738,711.534,49.9592,blurry.complete,57.0966,34.20408,0,1952.936674128
Giessen_22_32.csv,Giessen_WW_R1_P5101_G221_P2_3,54.5242752,34.83251424,1899.21759232968,1476.859392,78.8222016,blurry.complete,0.885487,1475.534,79.9592,blurry.complete,55.4966,38.20408,0,2120.196546128
Giessen_22_32.csv,Giessen_WW_R1_P5101_G221_P2_3,55.18554624,34.033608,1878.16324799803,1244.616192,1851.492816,blurry.complete,0.880717,1244,1855.551,blurry.complete,56,36.8,0,2060.8
Giessen_22_32.csv,Giessen_WW_R1_P5101_G221_P2_3,55.9825344,38.4908112,2154.81316208791,1800.29952,1868.623344,blurry.complete,0.879676,1801,1866.551,blurry.complete,68,44,0,2992
Giessen_22_32.csv,Giessen_WW_R1_P5101_G221_P2_3,59.12020224,38.17113984,2256.68550707212,454.025088,956.667672,blurry.complete,0.877146,454.1633,957.7041,blurry.complete,60.8,37.2,0.049549,2261.76
Giessen_22_32.csv,Giessen_WW_R1_P5101_G221_P2_3,56.83779072,36.04074912,2048.47655587458,1951.926336,107.9631504,blurry.complete,0.873642,1947.8605,107.4388,blurry.complete,58.43536,33.78776,0,1974.3999191936
Giessen_22_32.csv,Giessen_WW_R1_P5101_G221_P2_3,60.42636288,34.45149024,2081.77825099902,959.929056,1847.087712,blurry.complete,0.873352,966.9082,1849.1122,blurry.complete,59.92652,36.449,0,2184.26172748
