source,pic_name,detect.width,detect.length,detect.area,detect.cx,detect.cy,detect.class,confidence,truth.cx,truth.cy,truth.class,truth.width,truth.length,truth.angle,truth.area
Giessen_12_22_32.csv,Giessen_WW_R1_P5101_G221_P2_3,57.7767168,34.5382704,1995.50786766262,2194.397568,997.133976,blurry.complete,0.601246,2195.6633,996.2041,blurry.complete,58,36,0,2088
Giessen_12_22_32.csv,Giessen_WW_R1_P5101_G221_P2_3,59.23943424,34.1090352,2020.59994772025,1523.157696,582.467112,complete,0.532072,1524.4898,581.9388,blurry.complete,61.06124,35.78776,0,2185.2450024224
Giessen_12_22_32.csv,Giessen_WW_R1_P5101_G221_P2_3,57.94198272,36.05630112,2089.17357644216,696.123072,974.846016,blurry.complete,0.523444,690.6633,973.2041,blurry.complete,57.2,36.8,0,2104.96
Giessen_12_22_32.csv,Giessen_WW_R1_P5101_G221_P2_3,58.9799232,32.58408384,1921.80676242556,485.686368,561.607992,complete,0.478598,481.6633,565.2041,blurry.complete,59.6,38.4,0,2288.64
Giessen_12_22_32.csv,Giessen_WW_R1_P5101_G221_P2_3,56.13836544,38.51483904,2162.1601088903,446.980032,1358.609112,blurry.complete,0.860487,447.6633,1355.7041,blurry.complete,62,42.8,0,2653.6
Giessen_12_22_32.csv,Giessen_WW_R1_P5101_G221_P2_3,59.06120832,33.92108928,2003.4205204074,2175.820704,116.4129408,blurry.complete,0.849344,2174.6633,111.2041,blurry.complete,58.8,37.6,0,2210.88
Giessen_12_22_32.csv,Giessen_WW_R1_P5101_G221_P2_3,62.60727168,43.47670464,2721.9578591476,1803.166272,1866.564648,blurry.complete,0.84549,1801,1866.551,blurry.complete,68,44,0,2992
Giessen_12_22_32.csv,Giessen_WW_R1_P5101_G221_P2_3,61.86181248,37.74252672,2334.82111047403,664.524,1839.642192,blurry.complete,0.842997,665.5,1836.551,blurry.complete,63.6,38.4,0,2442.24
Giessen_12_22_32.csv,Giessen_WW_R1_P5101_G221_P2_3,54.70903296,35.62597728,1949.06276524373,1010.408256,584.072856,blurry.complete,0.832346,1013.6633,582.2041,blurry.complete,59.6,39.2,0.064693,2336.32
Giessen_12_22_32.csv,Giessen_WW_R1_P5101_G221_P2_3,58.50911232,33.54714144,1962.81346652789,763.030368,577.352448,blurry.complete,0.829173,764.6633,577.2041,blurry.complete,62,38.4,0,2380.8
Giessen_12_22_32.csv,Giessen_WW_R1_P5101_G221_P2_3,64.37480832,39.29865984,2529.84369443288,376.640928,1834.65972,blurry.complete,0.827504,379.9898,1830.9388,blurry.complete,66.2612,38.98776,0,2583.375762912
Giessen_12_22_32.csv,Giessen_WW_R1_P5101_G221_P2_3,62.28430848,37.3069152,2323.635414754,963.314208,1849.640184,blurry.complete,0.825101,966.9082,1849.1122,blurry.complete,59.92652,36.449,0,2184.26172748
Giessen_12_22_32.csv,Giessen_WW_R1_P5101_G221_P2_3,61.2536256,37.64913696,2306.14613951096,874.247904,1373.68872,blurry.complete,0.824504,877.1633,1375.2041,blurry.complete,61.6,44.8,0,2759.68
Giessen_12_22_32.csv,Giessen_WW_R1_P5101_G221_P2_3,61.69229568,36.9531072,2279.72201567714,1251.544608,1380.807648,blurry.complete,0.824251,1249.6633,1383.2041,blurry.complete,58.8,40,0,2352
Giessen_12_22_32.csv,Giessen_WW_R1_P5101_G221_P2_3,61.14071808,35.51439168,2171.37540948958,2446.093728,127.9581624,blurry.complete,0.824046,2443.9898,125.9388,blurry.complete,61.7388,34.98776,0,2160.102317088
Giessen_12_22_32.csv,Giessen_WW_R1_P5101_G221_P2_3,57.8980224,41.82850368,2421.78764302312,2190.483648,1386.58716,blurry.complete,0.823022,2188.6633,1391.2041,blurry.complete,62,43.2,0,2678.4
